"","x"
"LH11",9.33316610388058e-05
"LH12",0.00157831491218096
"LH13",-0.00024066307702059
"LH14",-0.000230151160337932
"LH15",0.000736285711859962
"LH16",0.000776246645147791
"LH17",8.47990189837562e-05
"LH18",-0.000364044712416834
"LH19",0.000362254890975502
"LH110",-4.06462578905005e-05
"LH111",0.000350043439150261
"LH112",0.000245463591677341
"LH113",0.000872493265816791
"LH114",0.000857753279679589
"LH115",-0.000200901482922202
"LH116",-0.000877432533761086
"LH117",0.000425587565360595
"LH118",0.00183109859813302
"LH119",0.00193060890414825
"LH120",0.000975376118864533
"LH121",0.00100528153195824
"LH122",0.000859637814359307
"LH123",0.000260653161457634
"LH124",0.000717731427444459
"LH125",0.00306733758838997
"LH126",5.43463773859895e-05
"LH127",0.00116640770314906
"LH128",-0.000373753251756989
"LH129",-0.000489920692294607
"LH130",0.00216023112564719
"LH131",0.00352585787195537
"LH132",0.000460972651952619
"LH133",0.000606664675111111
"LH134",1.94145786655204e-05
"LH135",0.000752469592933304
"LH136",0.000120494848203759
"LH137",0.000181134800231473
"LH138",4.47740331003508e-05
"LH139",0.0010207837050354
"LH140",0.00050971207475385
"LH141",0.000468223808048758
"LH142",0.000344898444538564
"LH143",0.00210060517909679
"LH144",-0.000113495781812754
"LH145",0.000655880420027977
"LH146",-0.000198078703891562
"LH147",0.000146144921708446
"LH148",-1.96029269569524e-05
"LH149",6.02907720889369e-05
"LH150",7.97490526723897e-05
"LH151",0.000208807379168418
"LH152",0.00147136185604965
"LH153",0.000533751550737957
"LH154",0.00107786876630645
"LH155",-0.000127244309013429
"LH156",0.000485650566472105
"LH157",0.00184335454191746
"LH158",0.000657655449722996
"LH159",0.000857993570373361
"LH160",0.00327766095073984
"LH161",-8.70371145106945e-05
"LH162",0.00081421903606576
"LH163",0.00549695237358575
"LH164",0.00131663550146384
"LH165",0.000692076155863692
"LH166",7.48073857470748e-06
"LH167",6.38739565205591e-06
"LH168",0.000647981498481719
"LH169",0.000371295841693959
"LH170",1.81967316707323e-05
"LH171",0.00107370377819637
"LH172",0.000758455975549152
"LH173",0.00145071562137135
"LH174",0.000500333502232329
"LH175",0.00132535152707359
"LH176",0.000624819698221326
"LH177",0.000117440852779252
"LH178",9.60463705223333e-05
"LH179",-2.62222878606014e-06
"LH180",0.000782492849885521
"LH181",0.00156718906943272
"LH182",0.000325343266619571
"LH183",0.000577882948057811
"LH184",0.00329811781443154
"LH185",0.000215093372719998
"LH186",0.00218686328334181
"LH187",0.00586983298664889
"LH188",0.000283289856773514
"LH189",0.000892319747132867
"LH190",0.00213902315147791
"LH191",0.000103021221101206
"LH192",0.000127889034964773
"LH193",6.29615690293485e-05
"LH194",-7.4782298812709e-05
"LH195",0.00235938366959822
"LH196",0.00150802481430427
"LH197",3.7945796909488e-05
"LH198",-4.94211584840326e-05
"LH199",0.00064695116424016
"LH1100",8.54782907021761e-05
"LH1101",0.000553505145671282
"LH1102",0.000274987093195919
"LH1103",0.000227486297431123
"LH1104",5.75812821070017e-05
"LH1105",0.000616307093896649
"LH1106",0.000303652317516157
"LH1107",5.29414015707002e-05
"LH1108",0.000610688274456988
"LH1109",0.00146496469244077
"LH1110",0.000323892801650185
"LH1111",-2.61073913482259e-05
"LH1112",0.000447993098514018
"LH1113",0.00197200547177431
"LH1114",0.000479409684311226
"LH1115",0.000914455821724775
"LH1116",0.003411503659732
"LH1117",0.00345316023856403
"LH1118",0.00217869885944173
"LH1119",0.00237541102589116
"LH1120",-5.90575578563488e-05
"LH1121",0.000527678976704723
"LH1122",0.000664864390072958
"LH1123",0.00106813340889299
"LH1124",0.00112884717628782
"LH1125",0.00128744442045474
